"","Department","Turnout","MAS.vote","Fraud.type"
"43","Chuquisaca",0.87669139815281,0.867271051914683,"VS"
"44","Chuquisaca",0.881566782216641,0.519503248739523,"Clean"
"45","Chuquisaca",0.907232040467562,0.907218149144004,"VS"
"46","Chuquisaca",0.876065176259635,0.862277515218766,"VS"
"47","Chuquisaca",0.886492036246674,0.875847056279289,"VS"
"48","Chuquisaca",0.873380309727223,0.363865777131771,"Clean"
"49","Chuquisaca",0.980179820291162,0.37237554659717,"BBS"
"50","Chuquisaca",0.908714621606647,0.940383861290815,"VS"
"51","Chuquisaca",0.905459852477584,0.430505261043096,"Clean"
"52","Chuquisaca",0.88299838266345,0.513304695863793,"Clean"
"53","Chuquisaca",0.967899797339999,0.45662305541181,"BBS"
"54","Chuquisaca",0.860392685124617,0.912265029130712,"VS"
"55","Chuquisaca",0.881766888869664,0.436460044562897,"Clean"
"56","Chuquisaca",0.988564027776501,0.427724888421651,"BBS"
"57","Chuquisaca",0.867057048322142,0.371423932066536,"Clean"
"58","Chuquisaca",0.87770421406268,0.379253849667302,"Clean"
"59","Chuquisaca",0.896003470533008,0.941038824130139,"VS"
"60","Chuquisaca",0.894635620975875,0.487563882103478,"Clean"
"61","Chuquisaca",0.90064155947449,0.374030967105427,"Clean"
"62","Chuquisaca",0.965673232531232,0.364562745879448,"BBS"
"63","Chuquisaca",0.900989959076734,0.852723025103321,"VS"
"64","Chuquisaca",0.870092925549954,0.431280954045708,"Clean"
"65","Chuquisaca",0.968649038727248,0.560031133835126,"BBS"
"66","Chuquisaca",0.872868757964526,0.905916844283809,"VS"
"67","Chuquisaca",0.904192261545562,0.528715248107751,"Clean"
"68","Chuquisaca",0.893409071605821,0.900844745262025,"VS"
"69","Chuquisaca",0.982991001762525,0.423294288879759,"BBS"
"70","Chuquisaca",0.881231456202177,0.400123909353913,"Clean"
"71","Chuquisaca",0.902257420476687,0.874190928594068,"VS"
"72","Chuquisaca",0.890764128715746,0.509892989465473,"Clean"
"73","Chuquisaca",0.862150382408044,0.529828806291901,"Clean"
"74","Chuquisaca",0.865690466920701,0.46134963317043,"Clean"
"75","Chuquisaca",0.868432638170907,0.892028109846168,"VS"
"76","Chuquisaca",0.878270881552103,0.905374031079128,"VS"
"77","Chuquisaca",0.898885214123475,0.492525147209396,"Clean"
"78","Chuquisaca",0.985320179182072,0.46933530190427,"BBS"
"79","Chuquisaca",0.858753132243658,0.461082102667461,"Clean"
"80","Chuquisaca",0.900682898578318,0.38800067708291,"Clean"
"81","Chuquisaca",0.882876991901061,0.576997888359044,"Clean"
"82","Chuquisaca",0.869816426633374,0.545904797115639,"Clean"
"83","Chuquisaca",0.890744343971375,0.535723774836508,"Clean"
"84","Chuquisaca",0.990474972871639,0.500750697091153,"BBS"
"85","Chuquisaca",0.97405032542159,0.48613854622315,"BBS"
"86","Chuquisaca",0.868792291763231,0.940366823304062,"VS"
"87","Chuquisaca",0.871607382109858,0.559722745731885,"Clean"
"88","Chuquisaca",0.85942512519249,0.513738892339166,"Clean"
"89","Chuquisaca",0.857792539109614,0.826034449232491,"VS"
"90","Chuquisaca",0.876031445669636,0.515844453619812,"Clean"
"91","Chuquisaca",0.986869491893037,0.447097399443225,"BBS"
"92","Chuquisaca",0.889086422660194,0.896415472121038,"VS"
"93","Chuquisaca",0.863839657541092,0.905863624665713,"VS"
"94","Chuquisaca",0.972979108026712,0.534282150331724,"BBS"
"95","Chuquisaca",0.870515769631026,0.876578338421743,"VS"
"96","Chuquisaca",0.874492353229698,0.377390152130684,"Clean"
"97","Chuquisaca",0.878863565363998,0.362620427726623,"Clean"
"98","Chuquisaca",0.897519981676146,0.469735002324577,"Clean"
"99","Chuquisaca",0.996201024978322,0.366412038909647,"BBS"
"100","Chuquisaca",0.859995168009466,0.924730619192639,"VS"
"101","Chuquisaca",0.86581503605849,0.516987581614449,"Clean"
"102","Chuquisaca",0.973657614109172,0.493266581493886,"BBS"
"103","Chuquisaca",0.907621624025777,0.874928494268766,"VS"
"104","Chuquisaca",0.986369214147684,0.466257755124115,"BBS"
"105","Chuquisaca",0.895115374645491,0.456279476746335,"Clean"
"106","Chuquisaca",0.875873919471425,0.500754719476204,"Clean"
"107","Chuquisaca",0.963364379240736,0.360077204510713,"BBS"
"108","Chuquisaca",0.907076773022313,0.414957690898294,"Clean"
"109","Chuquisaca",0.862915052657164,0.392676119450253,"Clean"
"110","Chuquisaca",0.861707996530287,0.464308879480788,"Clean"
"111","Chuquisaca",0.862440038701134,0.926400896309793,"VS"
"112","Chuquisaca",0.902284753928685,0.875306524772858,"VS"
"113","Chuquisaca",0.906137434183917,0.413894866265936,"Clean"
"114","Chuquisaca",0.881143677522236,0.923749555917354,"VS"
"115","Chuquisaca",0.858012763704415,0.361423152539668,"Clean"
"116","Chuquisaca",0.88327941293265,0.544764352289381,"Clean"
"117","Chuquisaca",0.981188439962763,0.490945264490789,"BBS"
"118","Chuquisaca",0.979676175196596,0.439206256412268,"BBS"
"119","Chuquisaca",0.879089113803645,0.814942277681029,"VS"
"120","Chuquisaca",0.865086806172759,0.931151467634692,"VS"
"121","Chuquisaca",0.969396291304423,0.429864465337589,"BBS"
"122","Chuquisaca",0.896950328788403,0.865496110517693,"VS"
"123","Chuquisaca",0.883613956470625,0.426053821604324,"Clean"
"124","Chuquisaca",0.872550544305924,0.366126730108504,"Clean"
"125","Chuquisaca",0.86704568779776,0.875139449677614,"VS"
"126","Chuquisaca",0.884493465928841,0.517935497710863,"Clean"
"127","Chuquisaca",0.905827916058903,0.568364874994819,"Clean"
"128","Chuquisaca",0.898325713170439,0.856165073842187,"VS"
"129","Chuquisaca",0.883827403113233,0.483223089456954,"Clean"
"130","Chuquisaca",0.899018466293194,0.435315935032888,"Clean"
"131","Chuquisaca",0.900236641714095,0.360324260672092,"Clean"
"132","Chuquisaca",0.891737518467602,0.835571623388658,"VS"
"133","Chuquisaca",0.864978200667405,0.356007257529612,"Clean"
"134","Chuquisaca",0.880024850519282,0.510182511649118,"Clean"
"135","Chuquisaca",0.876609202165684,0.360639823256769,"Clean"
"136","Chuquisaca",0.89993653425113,0.408031539401944,"Clean"
"137","Chuquisaca",0.897358134431784,0.942555269462144,"VS"
"138","Chuquisaca",0.865261912716369,0.569426759377048,"Clean"
"139","Chuquisaca",0.884520548471003,0.427352848316138,"Clean"
"140","Chuquisaca",0.969179324908777,0.518834392263005,"BBS"
"141","Chuquisaca",0.874239131991896,0.89400810036448,"VS"
"142","Chuquisaca",0.987795570544387,0.492259944108801,"BBS"
"143","Chuquisaca",0.977382449161106,0.488455391119341,"BBS"
"144","Chuquisaca",0.963523141365513,0.564365577971089,"BBS"
"145","Chuquisaca",0.8749217653528,0.397262327010138,"Clean"
"146","Chuquisaca",0.89548737696962,0.491606274430214,"Clean"
"147","Chuquisaca",0.980025949317693,0.527078478686859,"BBS"
"148","Chuquisaca",0.901549705787626,0.428272733967043,"Clean"
"149","Chuquisaca",0.873190662482439,0.923874245198056,"VS"
"150","Chuquisaca",0.886550631361343,0.866659813907374,"VS"
"151","Chuquisaca",0.889187553915442,0.56386930237608,"Clean"
"152","Chuquisaca",0.994484516573629,0.352259947327659,"BBS"
"153","Chuquisaca",0.972592040385374,0.418992288932924,"BBS"
"154","Chuquisaca",0.974780418937621,0.46812864171969,"BBS"
"155","Chuquisaca",0.867992361242383,0.86347056200027,"VS"
"156","Chuquisaca",0.859263664586819,0.947326219199946,"VS"
"157","Chuquisaca",0.887601138052591,0.573254118898708,"Clean"
"158","Chuquisaca",0.867271905646549,0.887125007593906,"VS"
"159","Chuquisaca",0.866354315045387,0.852453907260426,"VS"
"160","Chuquisaca",0.974183647512805,0.509611004818029,"BBS"
"161","Chuquisaca",0.860840237177416,0.515999337496769,"Clean"
"162","Chuquisaca",0.974791964071232,0.402935466645357,"BBS"
"163","Chuquisaca",0.893067815097854,0.37029583849749,"Clean"
"164","Chuquisaca",0.876792289450682,0.501215798390677,"Clean"
"165","Chuquisaca",0.906289173051223,0.530372982345305,"Clean"
"166","Chuquisaca",0.863730518319425,0.396551351658533,"Clean"
"167","Chuquisaca",0.990450291158902,0.42936419869388,"BBS"
"168","Chuquisaca",0.983346545716962,0.533574005466588,"BBS"
"169","Chuquisaca",0.885089464481484,0.521732620154616,"Clean"
"170","Chuquisaca",0.89471697615745,0.35680633755835,"Clean"
"171","Chuquisaca",0.894656360277673,0.420322918593836,"Clean"
"172","Chuquisaca",0.903761040320869,0.550108870008872,"Clean"
"173","Chuquisaca",0.992864269039474,0.538381185001054,"BBS"
"174","Chuquisaca",0.889884462452392,0.555100689067578,"Clean"
"175","Chuquisaca",0.857874953953813,0.938714326915137,"VS"
"176","Chuquisaca",0.998311820002068,0.531806322561734,"BBS"
"177","Chuquisaca",0.878834299595221,0.538975016614504,"Clean"
"178","Chuquisaca",0.900975898662598,0.912919115032234,"VS"
"179","Chuquisaca",0.89343010079957,0.384697755650704,"Clean"
"180","Chuquisaca",0.990058758279672,0.47629576079915,"BBS"
"181","Chuquisaca",0.982761111537212,0.566407556625696,"BBS"
"182","Chuquisaca",0.887818713484826,0.509482612979252,"Clean"
"183","Chuquisaca",0.895876719921959,0.56161994672205,"Clean"
"184","Chuquisaca",0.990005403844213,0.369206396215536,"BBS"
"185","Chuquisaca",0.972417914694849,0.541124727408325,"BBS"
"186","Chuquisaca",0.900462244147455,0.487946819119034,"Clean"
"187","Chuquisaca",0.979706598523125,0.379151161988917,"BBS"
"188","Chuquisaca",0.981454564182562,0.508520080523535,"BBS"
"189","Chuquisaca",0.890223353961319,0.948911103540946,"VS"
"190","Chuquisaca",0.868356588772225,0.4619650653188,"Clean"
"191","Chuquisaca",0.893617060884434,0.866183093150657,"VS"
"192","Chuquisaca",0.890948791726044,0.355927804824229,"Clean"
"193","Chuquisaca",0.896329244668329,0.449862651557219,"Clean"
"194","Chuquisaca",0.874684518964099,0.531001530113112,"Clean"
"195","Chuquisaca",0.880932550123321,0.359527962236604,"Clean"
"196","Chuquisaca",0.906320029616943,0.87763300036815,"VS"
"197","Chuquisaca",0.987696717099031,0.381285399541832,"BBS"
"198","Chuquisaca",0.8660199362747,0.567126237687024,"Clean"
"199","Chuquisaca",0.866867784617655,0.544561939148799,"Clean"
"200","Chuquisaca",0.878370097159449,0.385102991219722,"Clean"
"201","Chuquisaca",0.896087534323073,0.884729813585129,"VS"
"202","Chuquisaca",0.989615728224858,0.394149326101906,"BBS"
"203","Chuquisaca",0.902932090833907,0.431244945226982,"Clean"
"204","Chuquisaca",0.891295170070799,0.569876198406711,"Clean"
"205","Chuquisaca",0.865040304904988,0.477348599137729,"Clean"
"206","Chuquisaca",0.897149910323756,0.898455235558889,"VS"
"207","Chuquisaca",0.973023821968979,0.577913504019845,"BBS"
"208","Chuquisaca",0.864135141792473,0.568554149479224,"Clean"
"209","Chuquisaca",0.986461232202882,0.542593052665218,"BBS"
"210","Chuquisaca",0.886489794931183,0.576285336081404,"Clean"
"211","Chuquisaca",0.867478247684614,0.490499208988963,"Clean"
"212","Chuquisaca",0.986488681438631,0.413204141113229,"BBS"
"213","Chuquisaca",0.861479388775217,0.896073801511592,"VS"
"214","Chuquisaca",0.868802519980869,0.891746351853995,"VS"
"215","Chuquisaca",0.896753540370826,0.352755335449551,"Clean"
"216","Chuquisaca",0.899563118158818,0.445341065457981,"Clean"
"217","Chuquisaca",0.874516615561153,0.35726564764489,"Clean"
"218","Chuquisaca",0.876522747064252,0.442837601420787,"Clean"
"219","Chuquisaca",0.87856700103422,0.390642463070681,"Clean"
"220","Chuquisaca",0.891880198028293,0.442458667850145,"Clean"
"221","Chuquisaca",0.975475355010429,0.49336943404723,"BBS"
"222","Chuquisaca",0.892905763119328,0.397260443158114,"Clean"
"223","Chuquisaca",0.970718285452945,0.446796162891084,"BBS"
"224","Chuquisaca",0.872354711970953,0.459771751934869,"Clean"
"225","Chuquisaca",0.968035571381724,0.508593866244083,"BBS"
"226","Chuquisaca",0.897843156079087,0.43109442391271,"Clean"
"227","Chuquisaca",0.868578818628157,0.536866030520778,"Clean"
"228","Chuquisaca",0.980007524905216,0.353230612231417,"BBS"
"229","Chuquisaca",0.877285695074886,0.442620998552815,"Clean"
"230","Chuquisaca",0.861541511459049,0.519614544710296,"Clean"
"231","Chuquisaca",0.955798512058693,0.416541160538403,"BBS"
"232","Chuquisaca",0.98415503522506,0.414521647014701,"BBS"
"233","Chuquisaca",0.902351073662879,0.8754486178751,"VS"
"234","Chuquisaca",0.870611878474294,0.867181007000364,"VS"
"235","Chuquisaca",0.888718740649651,0.369986757429957,"Clean"
"236","Chuquisaca",0.901606478458396,0.535482203600555,"Clean"
"237","Chuquisaca",0.860768457869521,0.917709306766599,"VS"
"238","Chuquisaca",0.982943286179046,0.499144449222645,"BBS"
"239","Chuquisaca",0.976414884692699,0.474739394123055,"BBS"
"240","Chuquisaca",0.973275763198997,0.420158609019241,"BBS"
"241","Chuquisaca",0.900972115692127,0.89547720022444,"VS"
"242","Chuquisaca",0.967192416865462,0.402876742111325,"BBS"
"243","Chuquisaca",0.904821151323766,0.888107951405441,"VS"
"244","Chuquisaca",0.890570452154181,0.526087418660232,"Clean"
"245","Chuquisaca",0.987680148857026,0.369349440272189,"BBS"
"246","Chuquisaca",0.884141186669434,0.542240060432305,"Clean"
"247","Chuquisaca",0.882623642644361,0.884692222774416,"VS"
"248","Chuquisaca",0.864054296140526,0.408341863176573,"Clean"
"249","Chuquisaca",0.906298027455543,0.357792035770443,"Clean"
"250","Chuquisaca",0.858872664246093,0.910192587221403,"VS"
"251","Chuquisaca",0.858897827021171,0.900364830238195,"VS"
"252","Chuquisaca",0.863866398287205,0.84986477341412,"VS"
"253","Chuquisaca",0.97427225629845,0.533106572189265,"BBS"
"254","Chuquisaca",0.903829042422747,0.491299379458862,"Clean"
"255","Chuquisaca",0.880833401503725,0.537648070863493,"Clean"
"256","Chuquisaca",0.979276821395256,0.367018108352296,"BBS"
"257","Chuquisaca",0.867169378552969,0.461529212539064,"Clean"
"258","Chuquisaca",0.857847518543049,0.529659894051139,"Clean"
"259","Chuquisaca",0.870841108754285,0.574643807897821,"Clean"
"260","Chuquisaca",0.993686393201318,0.387488293167167,"BBS"
"261","Chuquisaca",0.904806418414105,0.365923595114601,"Clean"
"262","Chuquisaca",0.877942030279592,0.867699867379446,"VS"
"263","Chuquisaca",0.899875092301187,0.550757905046509,"Clean"
"264","Chuquisaca",0.991266761679057,0.477202039610709,"BBS"
"265","Chuquisaca",0.880209073413576,0.862566311009102,"VS"
"266","Chuquisaca",0.976116565276051,0.382892127670506,"BBS"
"267","Chuquisaca",0.975284952782044,0.50771821166599,"BBS"
"268","Chuquisaca",0.902441895457726,0.439307495223354,"Clean"
"269","Chuquisaca",0.858558197073776,0.448511967483097,"Clean"
"270","Chuquisaca",0.876044182889561,0.421265884610891,"Clean"
"271","Chuquisaca",0.88977263348881,0.525956024756495,"Clean"
"272","Chuquisaca",0.879872007783201,0.955614375940031,"VS"
"273","Chuquisaca",0.877883802240501,0.863183849327446,"VS"
"274","Chuquisaca",0.882806335196414,0.902229343667188,"VS"
"275","Chuquisaca",0.873388851073696,0.424762596100959,"Clean"
"276","Chuquisaca",0.870303710276143,0.42403717591534,"Clean"
"277","Chuquisaca",0.978415833186591,0.42881561863294,"BBS"
"278","Chuquisaca",0.886793545468544,0.412414072706039,"Clean"
"279","Chuquisaca",0.902579831065557,0.416078867859066,"Clean"
"280","Chuquisaca",0.889132870018318,0.904578481968325,"VS"
"281","Chuquisaca",0.890550295026131,0.52127260550561,"Clean"
"282","Chuquisaca",0.857390523307077,0.829964143486354,"VS"
"283","Chuquisaca",0.871371051212404,0.544125983421968,"Clean"
"284","Chuquisaca",0.86186651959461,0.492204411200709,"Clean"
"285","Chuquisaca",0.888046430199538,0.406258570070686,"Clean"
"286","Chuquisaca",1,0.558693708708335,"BBS"
"287","Chuquisaca",0.858520001002044,0.360825402924732,"Clean"
"288","Chuquisaca",0.902037787350816,0.532728374198224,"Clean"
"289","Chuquisaca",0.907358300571679,0.460564567034381,"Clean"
"290","Chuquisaca",0.982191163914076,0.55601784600865,"BBS"
"291","Chuquisaca",0.96919098562837,0.550897665915492,"BBS"
"292","Chuquisaca",0.876490346777957,0.423020106451614,"Clean"
"293","Chuquisaca",0.884835570736147,0.372334257417141,"Clean"
"294","Chuquisaca",0.968468859714026,0.420213863996779,"BBS"
"295","Chuquisaca",0.87772859266796,0.538515154976269,"Clean"
"296","Chuquisaca",0.901929272683638,0.566184329604322,"Clean"
"297","Chuquisaca",0.859125186964265,0.850857203812219,"VS"
"298","Chuquisaca",0.988126456009603,0.555139161913039,"BBS"
"299","Chuquisaca",0.972001632101484,0.549167836683858,"BBS"
"300","Chuquisaca",0.862123608684455,0.410799079548363,"Clean"
"301","Chuquisaca",0.985589061978676,0.49970897496387,"BBS"
"302","Chuquisaca",0.870822907072883,0.883921858349967,"VS"
"303","Chuquisaca",0.96771210319045,0.397722980622764,"BBS"
"304","Chuquisaca",0.87200719820905,0.847489542119656,"VS"
"305","Chuquisaca",0.870170229858095,0.852335477022422,"VS"
"306","Chuquisaca",0.876911272821281,0.881759716022601,"VS"
"307","Chuquisaca",0.902010476668408,0.548966972325119,"Clean"
"308","Chuquisaca",0.885046842654709,0.479987896625554,"Clean"
"309","Chuquisaca",0.878550494978745,0.891750044516654,"VS"
"310","Chuquisaca",0.871423214446231,0.87415181304533,"VS"
"311","Chuquisaca",0.895069365625998,0.567732083785021,"Clean"
"312","Chuquisaca",0.971801784648737,0.491527445632106,"BBS"
"313","Chuquisaca",0.872000493453404,0.887721122202931,"VS"
"314","Chuquisaca",0.876621488821533,0.83954130359249,"VS"
"315","Chuquisaca",0.884035720329189,0.520338991340939,"Clean"
"316","Chuquisaca",0.983695028104343,0.547294150938165,"BBS"
"317","Chuquisaca",0.972793751360798,0.415704190552249,"BBS"
"318","Chuquisaca",0.979959156933702,0.433953890015361,"BBS"
"319","Chuquisaca",0.961263602342307,0.49668874045386,"BBS"
"320","Chuquisaca",0.898135373194497,0.353871414055226,"Clean"
"321","Chuquisaca",0.897016703837329,0.457281643780202,"Clean"
"322","Chuquisaca",0.869450771044308,0.911861539401654,"VS"
"323","Chuquisaca",0.872583525024623,0.500780529669443,"Clean"
"324","Chuquisaca",0.895060887472343,0.897377426575943,"VS"
"325","Chuquisaca",0.875782512800741,0.898198714506593,"VS"
"326","Chuquisaca",0.974604863135523,0.46163007930414,"BBS"
"327","Chuquisaca",0.991233531967315,0.383992623225041,"BBS"
"328","Chuquisaca",0.873768479661367,0.919699930037786,"VS"
"329","Chuquisaca",0.857500239958829,0.431484942569449,"Clean"
"330","Chuquisaca",0.89440009067691,0.356437225566137,"Clean"
"331","Chuquisaca",0.872973357318995,0.545447848055536,"Clean"
"332","Chuquisaca",0.897014567458906,0.391626380431047,"Clean"
"333","Chuquisaca",0.86598996523708,0.443461761833483,"Clean"
"334","Chuquisaca",0.883809971118439,0.832696646232755,"VS"
"335","Chuquisaca",0.878518660629655,0.514219348876156,"Clean"
"336","Chuquisaca",0.860544073537185,0.484797246667829,"Clean"
"337","Chuquisaca",0.865259737523961,0.851778701809973,"VS"
"338","Chuquisaca",0.987517283717955,0.380484790150213,"BBS"
"339","Chuquisaca",0.979040733661839,0.355352543642952,"BBS"
"340","Chuquisaca",0.890859352859554,0.44580826161117,"Clean"
"341","Chuquisaca",0.975696054457293,0.498978879384085,"BBS"
"342","Chuquisaca",0.880721088229997,0.88140265064302,"VS"
"343","Chuquisaca",0.887055535304379,0.90869792913344,"VS"
"344","Chuquisaca",0.908031822073369,0.878704689744141,"VS"
"345","Chuquisaca",0.862973135804321,0.438896226422577,"Clean"
"346","Chuquisaca",0.890936740956425,0.40362890279142,"Clean"
"347","Chuquisaca",0.875702484512235,0.390457675430311,"Clean"
"348","Chuquisaca",0.862616862379288,0.473604349789645,"Clean"
"349","Chuquisaca",0.89274306468139,0.907490433318682,"VS"
"350","Chuquisaca",0.872227860938324,0.50287225246648,"Clean"
"351","Chuquisaca",0.869852281628546,0.576950492634028,"Clean"
"352","Chuquisaca",0.903828984718169,0.840078179706816,"VS"
"353","Chuquisaca",0.892943377713849,0.550645383127469,"Clean"
"354","Chuquisaca",0.89111093779726,0.883049981037044,"VS"
"355","Chuquisaca",0.90571887351192,0.455491097309925,"Clean"
"356","Chuquisaca",0.880810367601272,0.381208617129791,"Clean"
"357","Chuquisaca",0.874533364312119,0.423360460399111,"Clean"
"358","Chuquisaca",0.905199747113566,0.875784810878837,"VS"
"359","Chuquisaca",0.870491939717628,0.889301471865545,"VS"
"360","Chuquisaca",0.86943860189924,0.565614525895913,"Clean"
"361","Chuquisaca",0.999086157319791,0.497212674288761,"BBS"
"362","Chuquisaca",0.980732602559984,0.397013616512892,"BBS"
"363","Chuquisaca",0.895623134130528,0.471229920119423,"Clean"
"364","Chuquisaca",0.970108074649888,0.517234410440978,"BBS"
"365","Chuquisaca",0.888081074863689,0.437186373236674,"Clean"
"366","Chuquisaca",0.887383492173934,0.371126219922804,"Clean"
"367","Chuquisaca",0.978013753496284,0.417141771763347,"BBS"
"368","Chuquisaca",0.874956541878819,0.930120700015376,"VS"
"369","Chuquisaca",0.882660365850255,0.531999879166443,"Clean"
"370","Chuquisaca",0.899744357384129,0.851769707422658,"VS"
"371","Chuquisaca",0.901617518503197,0.936025918034669,"VS"
"372","Chuquisaca",0.872097572213965,0.55816859888244,"Clean"
"373","Chuquisaca",0.893127874467708,0.519192517592334,"Clean"
"374","Chuquisaca",0.879354468278775,0.896846745955092,"VS"
"375","Chuquisaca",0.871828430288905,0.467158984420594,"Clean"
"376","Chuquisaca",0.87003585055763,0.868333457164872,"VS"
"377","Chuquisaca",0.990127318164132,0.445969498148494,"BBS"
"378","Chuquisaca",0.973561901276156,0.56027285765623,"BBS"
"379","Chuquisaca",0.985301429211026,0.499648491444393,"BBS"
"380","Chuquisaca",0.900055134177505,0.93125388775686,"VS"
"381","Chuquisaca",0.891303409996415,0.423948763460976,"Clean"
"382","Chuquisaca",0.888135638091592,0.507248424278572,"Clean"
"383","Chuquisaca",0.885006818434672,0.914115510801829,"VS"
"384","Chuquisaca",0.878949286950766,0.937032500154882,"VS"
"385","Chuquisaca",0.879423095907894,0.444667117329899,"Clean"
"386","Chuquisaca",0.872685577811785,0.523520151312478,"Clean"
"387","Chuquisaca",0.970244687385132,0.377961220625282,"BBS"
"388","Chuquisaca",0.885865895716355,0.487542828172407,"Clean"
"389","Chuquisaca",0.886005113050361,0.466273607912604,"Clean"
"390","Chuquisaca",0.866052057501413,0.392007028084112,"Clean"
"391","Chuquisaca",0.872173605364094,0.566022643930372,"Clean"
"392","Chuquisaca",0.863795594889233,0.478531999716488,"Clean"
"393","Chuquisaca",0.886115402616708,0.870712914378606,"VS"
"394","Chuquisaca",0.873597820837767,0.350509191957677,"Clean"
"395","Chuquisaca",0.874623910542083,0.904769340785288,"VS"
"396","Chuquisaca",0.966463586326563,0.365629396898358,"BBS"
"397","Chuquisaca",0.982756345652267,0.535644879162691,"BBS"
"398","Chuquisaca",0.987217720860784,0.356109480216986,"BBS"
"399","Chuquisaca",0.88290402079778,0.893937016294529,"VS"
"400","Chuquisaca",0.860093989280174,0.849644530039944,"VS"
"401","Chuquisaca",0.893552496714472,0.542402905870446,"Clean"
"402","Chuquisaca",0.968853761275,0.48979620323214,"BBS"
"403","Chuquisaca",0.903924636019971,0.920644622976599,"VS"
"404","Chuquisaca",0.883033472295354,0.407723370014726,"Clean"
"405","Chuquisaca",0.905672519597985,0.92816686767132,"VS"
"406","Chuquisaca",0.971512515020779,0.457153750237283,"BBS"
"407","Chuquisaca",0.873380423935452,0.927378646245193,"VS"
"408","Chuquisaca",0.867371460624069,0.353645027967923,"Clean"
"409","Chuquisaca",0.877333911603753,0.374178316585138,"Clean"
"410","Chuquisaca",0.985469167279758,0.526479846972272,"BBS"
"411","Chuquisaca",0.870738471919927,0.495415916251499,"Clean"
"412","Chuquisaca",0.90372334921524,0.900203957092175,"VS"
"413","Chuquisaca",0.862921010471774,0.879437501754475,"VS"
"414","Chuquisaca",0.906257435580974,0.393228945294099,"Clean"
"415","Chuquisaca",0.977348440171166,0.386661602089274,"BBS"
"416","Chuquisaca",0.896457718490616,0.392194425207214,"Clean"
"417","Chuquisaca",0.864903921484273,0.426121777752791,"Clean"
"418","Chuquisaca",0.985232397506137,0.403509680745618,"BBS"
"419","Chuquisaca",0.969188841277239,0.454965349318449,"BBS"
"420","Chuquisaca",0.969090320687753,0.361149783952196,"BBS"
"421","Chuquisaca",0.875100583531772,0.849100173662489,"VS"
"422","Chuquisaca",0.978267589367534,0.459122357407042,"BBS"
"423","Chuquisaca",0.869618243194096,0.575920377671934,"Clean"
"424","Chuquisaca",0.890364444034078,0.478571172655393,"Clean"
"425","Chuquisaca",0.895152359521534,0.541727734188216,"Clean"
"426","Chuquisaca",0.961168815323111,0.493732094049761,"BBS"
