"","Mesa","Department","District","Turnout","MAS.vote"
"156",156,"Chuquisaca",1,0.859263664586819,0.541967123477793
"157",157,"Chuquisaca",1,0.887601138052591,0.573254118898708
"158",158,"Chuquisaca",1,0.867271905646549,0.575657923285361
"159",159,"Chuquisaca",1,0.866354315045387,0.436846974276435
"160",160,"Chuquisaca",1,0.907468270655214,0.509611004818029
"161",161,"Chuquisaca",1,0.860840237177416,0.515999337496769
"162",162,"Chuquisaca",1,0.862999804734954,0.402935466645357
"163",163,"Chuquisaca",1,0.893067815097854,0.37029583849749
"164",164,"Chuquisaca",1,0.876792289450682,0.501215798390677
"165",165,"Chuquisaca",1,0.906289173051223,0.530372982345305
"166",166,"Chuquisaca",1,0.863730518319425,0.396551351658533
"167",167,"Chuquisaca",1,0.903538294534364,0.42936419869388
"168",168,"Chuquisaca",1,0.858869031499676,0.533574005466588
"169",169,"Chuquisaca",1,0.885089464481484,0.521732620154616
"170",170,"Chuquisaca",1,0.89471697615745,0.35680633755835
"171",171,"Chuquisaca",1,0.894656360277673,0.420322918593836
"172",172,"Chuquisaca",1,0.903761040320869,0.550108870008872
"173",173,"Chuquisaca",1,0.893496552827965,0.538381185001054
"174",174,"Chuquisaca",1,0.889884462452392,0.555100689067578
"175",175,"Chuquisaca",1,0.857874953953813,0.549370050846594
"176",176,"Chuquisaca",1,0.894488750129276,0.531806322561734
"177",177,"Chuquisaca",1,0.878834299595221,0.538975016614504
"178",178,"Chuquisaca",1,0.900975898662598,0.472237060801415
"179",179,"Chuquisaca",1,0.89343010079957,0.384697755650704
"180",180,"Chuquisaca",1,0.905321507425444,0.47629576079915
"181",181,"Chuquisaca",1,0.87038429727227,0.566407556625696
"182",182,"Chuquisaca",1,0.887818713484826,0.509482612979252
"183",183,"Chuquisaca",1,0.895876719921959,0.56161994672205
"184",184,"Chuquisaca",1,0.893674508980994,0.369206396215536
"185",185,"Chuquisaca",1,0.859275074973722,0.541124727408325
"186",186,"Chuquisaca",1,0.900462244147455,0.487946819119034
"187",187,"Chuquisaca",1,0.881325137562133,0.379151161988917
"188",188,"Chuquisaca",1,0.857342801404325,0.508520080523535
"189",189,"Chuquisaca",1,0.890223353961319,0.499128466087707
"190",190,"Chuquisaca",1,0.868356588772225,0.4619650653188
"191",191,"Chuquisaca",1,0.893617060884434,0.356649486301235
"192",192,"Chuquisaca",1,0.890948791726044,0.355927804824229
"193",193,"Chuquisaca",1,0.896329244668329,0.449862651557219
"194",194,"Chuquisaca",1,0.874684518964099,0.531001530113112
"195",195,"Chuquisaca",1,0.880932550123321,0.359527962236604
"196",196,"Chuquisaca",1,0.906320029616943,0.465646289817247
"197",197,"Chuquisaca",1,0.899153418844514,0.381285399541832
"198",198,"Chuquisaca",1,0.8660199362747,0.567126237687024
"199",199,"Chuquisaca",1,0.866867784617655,0.544561939148799
"200",200,"Chuquisaca",1,0.878370097159449,0.385102991219722
"201",201,"Chuquisaca",1,0.896087534323073,0.513627905422486
"202",202,"Chuquisaca",1,0.892945651802658,0.394149326101906
"203",203,"Chuquisaca",1,0.902932090833907,0.431244945226982
"204",204,"Chuquisaca",1,0.891295170070799,0.569876198406711
"205",205,"Chuquisaca",1,0.865040304904988,0.477348599137729
"206",206,"Chuquisaca",1,0.897149910323756,0.373180466412895
"207",207,"Chuquisaca",1,0.885694160885504,0.577913504019845
"208",208,"Chuquisaca",1,0.864135141792473,0.568554149479224
"209",209,"Chuquisaca",1,0.888109357048615,0.542593052665218
"210",210,"Chuquisaca",1,0.886489794931183,0.576285336081404
"211",211,"Chuquisaca",1,0.867478247684614,0.490499208988963
"212",212,"Chuquisaca",1,0.868822149889624,0.413204141113229
"213",213,"Chuquisaca",1,0.861479388775217,0.36630366775361
"214",214,"Chuquisaca",1,0.868802519980869,0.479549768528822
"215",215,"Chuquisaca",1,0.896753540370826,0.352755335449551
"216",216,"Chuquisaca",1,0.899563118158818,0.445341065457981
"217",217,"Chuquisaca",1,0.874516615561153,0.35726564764489
"218",218,"Chuquisaca",1,0.876522747064252,0.442837601420787
"219",219,"Chuquisaca",1,0.87856700103422,0.390642463070681
"220",220,"Chuquisaca",1,0.891880198028293,0.442458667850145
"221",221,"Chuquisaca",1,0.884317712313346,0.49336943404723
"222",222,"Chuquisaca",1,0.892905763119328,0.397260443158114
"223",223,"Chuquisaca",1,0.885169746874294,0.446796162891084
"224",224,"Chuquisaca",1,0.872354711970953,0.459771751934869
"225",225,"Chuquisaca",1,0.882050078899351,0.508593866244083
"226",226,"Chuquisaca",1,0.897843156079087,0.43109442391271
"227",227,"Chuquisaca",1,0.868578818628157,0.536866030520778
"228",228,"Chuquisaca",1,0.859207921867721,0.353230612231417
"229",229,"Chuquisaca",1,0.877285695074886,0.442620998552815
"230",230,"Chuquisaca",1,0.861541511459049,0.519614544710296
"231",231,"Chuquisaca",1,0.861001610247463,0.416541160538403
"232",232,"Chuquisaca",1,0.895066458444103,0.414521647014701
"233",233,"Chuquisaca",1,0.902351073662879,0.39538164017039
"234",234,"Chuquisaca",1,0.870611878474294,0.487185355213761
"235",235,"Chuquisaca",1,0.888718740649651,0.369986757429957
"236",236,"Chuquisaca",1,0.901606478458396,0.535482203600555
"237",237,"Chuquisaca",1,0.860768457869521,0.399338005595614
"238",238,"Chuquisaca",1,0.905764012038929,0.499144449222645
"239",239,"Chuquisaca",1,0.885509148993684,0.474739394123055
"240",240,"Chuquisaca",1,0.859346122099982,0.420158609019241
"241",241,"Chuquisaca",1,0.900972115692127,0.392309303630468
"242",242,"Chuquisaca",1,0.86609149741005,0.402876742111325
"243",243,"Chuquisaca",1,0.904821151323766,0.446078967353668
"244",244,"Chuquisaca",1,0.890570452154181,0.526087418660232
"245",245,"Chuquisaca",1,0.898183048405178,0.369349440272189
"246",246,"Chuquisaca",1,0.884141186669434,0.542240060432305
"247",247,"Chuquisaca",1,0.882623642644361,0.408678065509824
"248",248,"Chuquisaca",1,0.864054296140526,0.408341863176573
"249",249,"Chuquisaca",1,0.906298027455543,0.357792035770443
"250",250,"Chuquisaca",1,0.858872664246093,0.438703670133769
"251",251,"Chuquisaca",1,0.858897827021171,0.577817077280487
"252",252,"Chuquisaca",1,0.863866398287205,0.394616021831131
"253",253,"Chuquisaca",1,0.887159018852851,0.533106572189265
"254",254,"Chuquisaca",1,0.903829042422747,0.491299379458862
"255",255,"Chuquisaca",1,0.880833401503725,0.537648070863493
"256",256,"Chuquisaca",1,0.890930638922401,0.367018108352296
"257",257,"Chuquisaca",1,0.867169378552969,0.461529212539064
"258",258,"Chuquisaca",1,0.857847518543049,0.529659894051139
"259",259,"Chuquisaca",1,0.870841108754285,0.574643807897821
"260",260,"Chuquisaca",1,0.896498249201934,0.387488293167167
"261",261,"Chuquisaca",1,0.904806418414105,0.365923595114601
"262",262,"Chuquisaca",1,0.877942030279592,0.439406217709518
"263",263,"Chuquisaca",1,0.899875092301187,0.550757905046509
"264",264,"Chuquisaca",1,0.889452679481732,0.477202039610709
"265",265,"Chuquisaca",1,0.880209073413576,0.441326467516673
"266",266,"Chuquisaca",1,0.881176941671895,0.382892127670506
"267",267,"Chuquisaca",1,0.864203037263976,0.50771821166599
"268",268,"Chuquisaca",1,0.902441895457726,0.439307495223354
"269",269,"Chuquisaca",1,0.858558197073776,0.448511967483097
"270",270,"Chuquisaca",1,0.876044182889561,0.421265884610891
"271",271,"Chuquisaca",1,0.88977263348881,0.525956024756495
"272",272,"Chuquisaca",1,0.879872007783201,0.577279770857434
"273",273,"Chuquisaca",1,0.877883802240501,0.372402978566264
"274",274,"Chuquisaca",1,0.882806335196414,0.525385163432949
"275",275,"Chuquisaca",1,0.873388851073696,0.424762596100959
"276",276,"Chuquisaca",1,0.870303710276143,0.42403717591534
"277",277,"Chuquisaca",1,0.906964798218064,0.42881561863294
"278",278,"Chuquisaca",1,0.886793545468544,0.412414072706039
"279",279,"Chuquisaca",1,0.902579831065557,0.416078867859066
"280",280,"Chuquisaca",1,0.889132870018318,0.368069417008777
"281",281,"Chuquisaca",1,0.890550295026131,0.52127260550561
"282",282,"Chuquisaca",1,0.857390523307077,0.473573199648154
"283",283,"Chuquisaca",1,0.871371051212404,0.544125983421968
"284",284,"Chuquisaca",1,0.86186651959461,0.492204411200709
"285",285,"Chuquisaca",1,0.888046430199538,0.406258570070686
"286",286,"Chuquisaca",1,0.860897496740327,0.558693708708335
"287",287,"Chuquisaca",1,0.858520001002044,0.360825402924732
"288",288,"Chuquisaca",1,0.902037787350816,0.532728374198224
"289",289,"Chuquisaca",1,0.907358300571679,0.460564567034381
"290",290,"Chuquisaca",1,0.899385106859187,0.55601784600865
"291",291,"Chuquisaca",1,0.860592695150994,0.550897665915492
"292",292,"Chuquisaca",1,0.876490346777957,0.423020106451614
"293",293,"Chuquisaca",1,0.884835570736147,0.372334257417141
"294",294,"Chuquisaca",1,0.886985160265328,0.420213863996779
"295",295,"Chuquisaca",1,0.87772859266796,0.538515154976269
"296",296,"Chuquisaca",1,0.901929272683638,0.566184329604322
"297",297,"Chuquisaca",1,0.859125186964265,0.447619273378589
"298",298,"Chuquisaca",1,0.868071733440037,0.555139161913039
"299",299,"Chuquisaca",1,0.876659172253234,0.549167836683858
"300",300,"Chuquisaca",1,0.862123608684455,0.410799079548363
"301",301,"Chuquisaca",1,0.885627476021235,0.49970897496387
"302",302,"Chuquisaca",1,0.870822907072883,0.484097148222077
"303",303,"Chuquisaca",1,0.861425335581332,0.397722980622764
"304",304,"Chuquisaca",1,0.87200719820905,0.37750833518227
"305",305,"Chuquisaca",1,0.870170229858095,0.457115724347141
"306",306,"Chuquisaca",1,0.876911272821281,0.353878229631701
"307",307,"Chuquisaca",1,0.902010476668408,0.548966972325119
"308",308,"Chuquisaca",1,0.885046842654709,0.479987896625554
"309",309,"Chuquisaca",1,0.878550494978745,0.414865105495429
"310",310,"Chuquisaca",1,0.871423214446231,0.473438548306821
"311",311,"Chuquisaca",1,0.895069365625998,0.567732083785021
"312",312,"Chuquisaca",1,0.867614012435385,0.491527445632106
"313",313,"Chuquisaca",1,0.872000493453404,0.498755009834514
"314",314,"Chuquisaca",1,0.876621488821533,0.394495485254679
"315",315,"Chuquisaca",1,0.884035720329189,0.520338991340939
"316",316,"Chuquisaca",1,0.896146675823843,0.547294150938165
"317",317,"Chuquisaca",1,0.880674348073677,0.415704190552249
"318",318,"Chuquisaca",1,0.902239789920498,0.433953890015361
"319",319,"Chuquisaca",1,0.87173378259042,0.49668874045386
"320",320,"Chuquisaca",1,0.898135373194497,0.353871414055226
"321",321,"Chuquisaca",1,0.897016703837329,0.457281643780202
"322",322,"Chuquisaca",1,0.869450771044308,0.484570405857623
"323",323,"Chuquisaca",1,0.872583525024623,0.500780529669443
"324",324,"Chuquisaca",1,0.895060887472343,0.49447008165489
"325",325,"Chuquisaca",1,0.875782512800741,0.555452901775516
"326",326,"Chuquisaca",1,0.885089878441281,0.46163007930414
"327",327,"Chuquisaca",1,0.907721389129628,0.383992623225041
"328",328,"Chuquisaca",1,0.873768479661367,0.468211457203883
"329",329,"Chuquisaca",1,0.857500239958829,0.431484942569449
"330",330,"Chuquisaca",1,0.89440009067691,0.356437225566137
"331",331,"Chuquisaca",1,0.872973357318995,0.545447848055536
"332",332,"Chuquisaca",1,0.897014567458906,0.391626380431047
"333",333,"Chuquisaca",1,0.86598996523708,0.443461761833483
"334",334,"Chuquisaca",1,0.883809971118439,0.38940381836772
"335",335,"Chuquisaca",1,0.878518660629655,0.514219348876156
"336",336,"Chuquisaca",1,0.860544073537185,0.484797246667829
"337",337,"Chuquisaca",1,0.865259737523961,0.379827204225828
"338",338,"Chuquisaca",1,0.865777244279087,0.380484790150213
"339",339,"Chuquisaca",1,0.888514540754462,0.355352543642952
"340",340,"Chuquisaca",1,0.890859352859554,0.44580826161117
"341",341,"Chuquisaca",1,0.90120347340363,0.498978879384085
"342",342,"Chuquisaca",1,0.880721088229997,0.519848788028421
"343",343,"Chuquisaca",1,0.887055535304379,0.466069761014271
"344",344,"Chuquisaca",1,0.908031822073369,0.488205441958399
"345",345,"Chuquisaca",1,0.862973135804321,0.438896226422577
"346",346,"Chuquisaca",1,0.890936740956425,0.40362890279142
"347",347,"Chuquisaca",1,0.875702484512235,0.390457675430311
"348",348,"Chuquisaca",1,0.862616862379288,0.473604349789645
"349",349,"Chuquisaca",1,0.89274306468139,0.539753399595431
"350",350,"Chuquisaca",1,0.872227860938324,0.50287225246648
"351",351,"Chuquisaca",1,0.869852281628546,0.576950492634028
"352",352,"Chuquisaca",1,0.903828984718169,0.407696961877097
"353",353,"Chuquisaca",1,0.892943377713849,0.550645383127469
"354",354,"Chuquisaca",1,0.89111093779726,0.461059820447207
"355",355,"Chuquisaca",1,0.90571887351192,0.455491097309925
"356",356,"Chuquisaca",1,0.880810367601272,0.381208617129791
"357",357,"Chuquisaca",1,0.874533364312119,0.423360460399111
"358",358,"Chuquisaca",1,0.905199747113566,0.391102014111945
"359",359,"Chuquisaca",1,0.870491939717628,0.494527268792443
"360",360,"Chuquisaca",1,0.86943860189924,0.565614525895913
"361",361,"Chuquisaca",1,0.908615731979131,0.497212674288761
"362",362,"Chuquisaca",1,0.874887029610287,0.397013616512892
"363",363,"Chuquisaca",1,0.895623134130528,0.471229920119423
"364",364,"Chuquisaca",1,0.877992141428115,0.517234410440978
"365",365,"Chuquisaca",1,0.888081074863689,0.437186373236674
"366",366,"Chuquisaca",1,0.887383492173934,0.371126219922804
"367",367,"Chuquisaca",1,0.887825272940223,0.417141771763347
"368",368,"Chuquisaca",1,0.874956541878819,0.470611363752849
"369",369,"Chuquisaca",1,0.882660365850255,0.531999879166443
"370",370,"Chuquisaca",1,0.899744357384129,0.369232797543227
"371",371,"Chuquisaca",1,0.901617518503197,0.549478296018796
"372",372,"Chuquisaca",1,0.872097572213965,0.55816859888244
"373",373,"Chuquisaca",1,0.893127874467708,0.519192517592334
"374",374,"Chuquisaca",1,0.879354468278775,0.355292162219327
"375",375,"Chuquisaca",1,0.871828430288905,0.467158984420594
"376",376,"Chuquisaca",1,0.87003585055763,0.375987948648682
"377",377,"Chuquisaca",1,0.897159564209703,0.445969498148494
"378",378,"Chuquisaca",1,0.869118323149287,0.56027285765623
"379",379,"Chuquisaca",1,0.886057590783149,0.499648491444393
"380",380,"Chuquisaca",1,0.900055134177505,0.505423652927048
"381",381,"Chuquisaca",1,0.891303409996415,0.423948763460976
"382",382,"Chuquisaca",1,0.888135638091592,0.507248424278572
"383",383,"Chuquisaca",1,0.885006818434672,0.456427283555877
"384",384,"Chuquisaca",1,0.878949286950766,0.556566902499166
"385",385,"Chuquisaca",1,0.879423095907894,0.444667117329899
"386",386,"Chuquisaca",1,0.872685577811785,0.523520151312478
"387",387,"Chuquisaca",1,0.862243923079314,0.377961220625282
"388",388,"Chuquisaca",1,0.885865895716355,0.487542828172407
"389",389,"Chuquisaca",1,0.886005113050361,0.466273607912604
"390",390,"Chuquisaca",1,0.866052057501413,0.392007028084112
"391",391,"Chuquisaca",1,0.872173605364094,0.566022643930372
"392",392,"Chuquisaca",1,0.863795594889233,0.478531999716488
"393",393,"Chuquisaca",1,0.886115402616708,0.39015525650286
"394",394,"Chuquisaca",1,0.873597820837767,0.350509191957677
"395",395,"Chuquisaca",1,0.874623910542083,0.488007208523053
"396",396,"Chuquisaca",1,0.857896552231199,0.365629396898358
"397",397,"Chuquisaca",1,0.898566739130985,0.535644879162691
"398",398,"Chuquisaca",1,0.886882485493662,0.356109480216986
"399",399,"Chuquisaca",1,0.88290402079778,0.447588626534005
"400",400,"Chuquisaca",1,0.860093989280174,0.472436947508575
"401",401,"Chuquisaca",1,0.893552496714472,0.542402905870446
"402",402,"Chuquisaca",1,0.875911399501991,0.48979620323214
"403",403,"Chuquisaca",1,0.903924636019971,0.470964153177326
"404",404,"Chuquisaca",1,0.883033472295354,0.407723370014726
"405",405,"Chuquisaca",1,0.905672519597985,0.564647682856483
"406",406,"Chuquisaca",1,0.859667561678714,0.457153750237283
"407",407,"Chuquisaca",1,0.873380423935452,0.414343921332198
"408",408,"Chuquisaca",1,0.867371460624069,0.353645027967923
"409",409,"Chuquisaca",1,0.877333911603753,0.374178316585138
"410",410,"Chuquisaca",1,0.867901520725071,0.526479846972272
"411",411,"Chuquisaca",1,0.870738471919927,0.495415916251499
"412",412,"Chuquisaca",1,0.90372334921524,0.566104161270325
"413",413,"Chuquisaca",1,0.862921010471774,0.414745154147937
"414",414,"Chuquisaca",1,0.906257435580974,0.393228945294099
"415",415,"Chuquisaca",1,0.885017462797796,0.386661602089274
"416",416,"Chuquisaca",1,0.896457718490616,0.392194425207214
"417",417,"Chuquisaca",1,0.864903921484273,0.426121777752791
"418",418,"Chuquisaca",1,0.889794011239832,0.403509680745618
"419",419,"Chuquisaca",1,0.885460376495312,0.454965349318449
"420",420,"Chuquisaca",1,0.8801950414254,0.361149783952196
"421",421,"Chuquisaca",1,0.875100583531772,0.408235975147016
"422",422,"Chuquisaca",1,0.867485301021551,0.459122357407042
"423",423,"Chuquisaca",1,0.869618243194096,0.575920377671934
"424",424,"Chuquisaca",1,0.890364444034078,0.478571172655393
"425",425,"Chuquisaca",1,0.895152359521534,0.541727734188216
"426",426,"Chuquisaca",1,0.881972083048971,0.493732094049761
"427",427,"Chuquisaca",1,0.898017095104751,0.45258295579933
"428",428,"Chuquisaca",1,0.901623008172148,0.502204085549286
"429",429,"Chuquisaca",1,0.869123913047669,0.406642553316015
"430",430,"Chuquisaca",1,0.867748150985863,0.527260097046394
"431",431,"Chuquisaca",1,0.889497057389137,0.41867745570314
"432",432,"Chuquisaca",1,0.868451723591027,0.514348290776953
"433",433,"Chuquisaca",1,0.875186182083491,0.565725902309067
"434",434,"Chuquisaca",1,0.88575007851973,0.481779327962019
"435",435,"Chuquisaca",1,0.899285415708468,0.566548680599333
